time,AVA,AZPS,BANC,BPAT,CISO,CHPD,EPE,IPCO,LDWP,MONT,NEVP,PACE,PACW,PGE,PNM,PSCO,PSEI,SCL,SRP,TEPC,WACM,WALC,AECI,AEC,AVRN,CPLE,CPLW,DEAA,DOPD,DUK,EEI,ERCO,FMPP,FPC,FPL,GCPD,GRID,GRIF,GVL,GWA,HGMA,HST,IID,ISNE,JEA,LGEE,MISO,NSB,NWMT,NYIS,OVEC,PJM,SCEG,SC,SEC,SEPA,SOCO,SPA,SWPP,TAL,TEC,TIDC,TPWR,TVA,WAUW,WWA,YAD,BCHA,CEN,HQT,NBSO,IESO,MHEB,AESO,SPC,GLHB
2050-01-01 00:00:00,1722.8549633288978,2527.343497354598,1786.8135099980643,7778.765335907966,22737.70366480732,1116.851782837203,1678.2620029530026,2253.473628620346,2802.2243510434623,1784.8535662868635,3582.498910427643,5654.031523760596,2617.405987202216,2601.030996905872,1586.7459068457615,6079.374776834366,3785.670717635047,1268.7674492779931,2906.783204627751,1382.9257946680748,4580.175226842688,857.9549086042687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 01:00:00,1796.4233298654626,2796.825209650882,1885.1132903350035,8109.747984699611,24027.69767644448,1154.4462647013863,1758.2179099007571,2371.761829634461,2946.706573778932,1846.345713955465,3793.275103075057,5875.953121518631,2731.4256705114617,2705.245590254267,1715.978560692493,6446.573497191785,4004.9371845104206,1330.3489141772764,2991.8140591313745,1494.51952146867,4733.724284079831,889.2233925109663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 02:00:00,1849.6396794095192,3093.6400045805576,2050.4264299316965,8440.662779704782,26231.50217811858,1178.2548519337888,1818.134192968461,2449.613548836909,3200.231045921579,1861.0693837768088,4069.4587937261663,5965.873441607658,2863.1735115159745,2851.4003184944127,1780.954234502918,6484.399646637854,4182.329306375966,1388.7420615272028,3191.7189442906783,1561.4169260724525,4755.550968530648,933.700720370814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 03:00:00,1828.132563608424,3101.607415356463,2097.8556303878527,8408.292564615573,27340.721243199085,1172.0647364817755,1820.7731342570248,2427.0878401244886,3262.3754370426973,1824.5646317478704,4106.46506636776,5876.315439949508,2843.875367244982,2847.609239603641,1752.523483904882,6339.82557877011,4162.346967933268,1372.0127157649265,3206.552047340398,1551.2931068023158,4705.041836667826,940.741298367602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 04:00:00,1795.5908222181429,3068.005023082776,2066.684824603325,8296.063727815972,27214.127332373097,1167.6515588213972,1808.266797183704,2397.0560199450174,3216.203138204788,1789.3360328813342,4070.529308678941,5779.735067194965,2790.3094760040462,2789.7281898420506,1729.04488544362,6168.814346767316,4087.219926652944,1344.228893781497,3163.766325956875,1517.8902803396647,4659.630868586298,930.930182517413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 05:00:00,1745.8792662939777,2958.467427723394,2013.9152333499767,8059.697317318865,26547.52041847448,1154.5747601458677,1768.6897143584893,2317.271289854731,3140.5083276001897,1722.7039790693868,3996.255532187389,5590.744077437072,2701.380796452977,2701.110057644284,1653.6677503953424,5864.971468333218,3948.226428675508,1300.6670307706531,3062.099195461615,1444.270338564962,4541.79848591169,905.5543422647036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 06:00:00,1665.0991184085085,2739.1409839570206,1910.164146320924,7650.246625932784,25361.4991007175,1128.3509260759188,1698.7758802150138,2181.107825584216,3001.0438744368166,1633.4543320121347,3852.6628847598568,5320.281847608212,2549.2025986323315,2538.8645916354103,1541.737470870247,5444.786290723154,3710.0323383682407,1233.7640927778716,2857.17548298658,1339.951405434908,4390.89139591302,875.0035225255781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 07:00:00,1562.0104264868366,2522.275228700764,1756.364679068504,7106.06858274611,23610.41000878489,1090.4029569385218,1630.989102561552,2062.2763646323697,2774.831857639471,1560.0296023149267,3669.82364621778,5065.625327201747,2368.4885041888924,2311.6072599172376,1447.591456502247,5131.0516859476265,3409.704817118909,1129.1729902621164,2652.360504636067,1259.515439315796,4323.303658016662,882.0576190974127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 08:00:00,1478.1484032075757,2412.112873369281,1610.2331127910843,6655.153256889837,21857.659405963997,1069.925611830384,1585.6999561467985,1994.6194860699784,2544.2050411628893,1515.7272108170837,3496.1821850096003,4901.39995018432,2197.138834847384,2105.143491813684,1390.4415869485117,4951.426216074462,3116.451706558604,1023.0733244771292,2529.882050696866,1218.6651670911956,4258.908854481864,860.9750453569349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050-01-01 09:00:00,1415.8366679544345,2328.6049508746114,1507.6117628721936,6405.402814712881,20591.12722696624,1057.851361289249,1560.9001775759866,1955.6263485882032,2346.59638388725,1490.7557971334368,3369.2918896536157,4809.930011096431,2077.6936233991964,1968.63811405957,1353.949181534193,4865.36383937372,2926.604080610264,949.2583649479373,2462.0139289239405,1193.4592863494022,4216.486733149455,854.8678249158904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
